,Country,Rank,Title,Artists,Album,Explicit,Duration
1605,Japan,6,Shukumei,Official HIGE DANdism,Traveler,0,4:40
1606,Japan,7,115万キロのフィルム,Official HIGE DANdism,エスカパレード,0,5:24
1607,Japan,8,Gurenge,LiSA,Gurenge,0,3:58
1608,Japan,9,Yesterday,Official HIGE DANdism,Traveler,0,4:59
1609,Japan,10,ノーダウト,Official HIGE DANdism,エスカパレード,0,3:22
1610,Japan,11,Machigaisagashi,Masaki Suda,LOVE,0,3:43
1611,Japan,12,Marigold,Aimyon,Momentary Sixth Sense,0,5:06
1612,Japan,13,ただ君に晴れ,Yorushika,負け犬にアンコールはいらない,0,3:18
1613,Japan,14,snow jam,Rin音,snow jam,0,3:04
1614,Japan,15,Parabola,Official HIGE DANdism,Parabola,0,5:01
1615,Japan,16,Sayonara Elegy,Masaki Suda,Play,0,4:17
1616,Japan,17,僕のこと,Mrs. GREEN APPLE,Attitude,0,5:21
1617,Japan,18,Harunohi,Aimyon,Harunohi,0,5:26
1618,Japan,19,高嶺の花子さん,back number,ラブストーリー,0,4:54
1619,Japan,20,Walking with you,Novelbright,SKYWALK,0,3:43
1620,Japan,21,インフェルノ,Mrs. GREEN APPLE,Attitude,0,3:31
1621,Japan,22,Stand By You,Official HIGE DANdism,Traveler,0,4:16
1622,Japan,23,点描の唄,"Mrs. GREEN APPLE, Sonoko Inoue",青と夏,0,5:07
1623,Japan,24,青と夏,Mrs. GREEN APPLE,Attitude,0,4:30
1624,Japan,25,Anataga Iru Kotode,Uru,Orion Blue (Special Edition),0,5:16
1625,Japan,26,裸の心,Aimyon,裸の心,0,4:56
1626,Japan,27,君はロックを聴かない,Aimyon,青春のエキサイトメント,0,4:06
1627,Japan,28,Hikoutei,King Gnu,Ceremony,0,4:20
1628,Japan,29,未完成,Leo Ieiri,未完成,0,4:00
1629,Japan,30,bad guy,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",0,3:14
1630,Japan,31,KAIBUTSUSAN (feat. Aimyon),"Ken Hirai, Aimyon",KAIBUTSUSAN (feat. Aimyon),0,4:04
1631,Japan,32,Doron,King Gnu,Ceremony,0,3:02
1632,Japan,33,ロマンチシズム,Mrs. GREEN APPLE,Attitude,0,3:33
1633,Japan,34,No Regret,wacci,Gunjo Refrain,0,5:04
1634,Japan,35,Teenager Forever,King Gnu,Ceremony,0,3:09
1635,Japan,36,HANABI,Mr.Children,SUPERMARKET FANTASY,0,5:42
1636,Japan,37,Let the Night,Aimyon,Momentary Sixth Sense,0,3:58
1637,Japan,38,奏(かなで),Sukima Switch,夏雲ノイズ,0,5:28
1638,Japan,39,ハッピーエンド,back number,アンコール,0,5:14
1639,Japan,40,Time,Hikaru Utada,Time,0,4:57
1640,Japan,41,Turning Up,ARASHI,Turning Up,0,3:02
1641,Japan,42,小さな恋のうた,MONGOL800,MESSAGE,0,3:42
1642,Japan,43,366日,HY,HeartY,0,5:52
1643,Japan,44,ワタリドリ,[Alexandros],ALXD,0,4:08
1644,Japan,45,Wherever you are,ONE OK ROCK,Niche Syndrome,0,4:55
1645,Japan,46,Vintage,Official HIGE DANdism,Traveler,0,4:12
1646,Japan,47,Umbrella,King Gnu,Ceremony,0,3:23
1647,Japan,48,打上花火,"DAOKO, Kenshi Yonezu",THANK YOU BLUE,0,4:49
1648,Japan,49,Closer - Tokyo Remix,"The Chainsmokers, Mackenyu Arata",World War Joy (Japan Edition),0,4:06
1649,Japan,50,愛をこめて花束を,Superfly,"LOVE, PEACE & FIRE",0,4:56
1650,Latvia,1,Roses - Imanbek Remix,"SAINt JHN, Imanbek",Roses (Imanbek Remix),1,2:56
1651,Latvia,2,Blinding Lights,The Weeknd,After Hours,0,3:20
1652,Latvia,3,ROCKSTAR (feat. Roddy Ricch),"DaBaby, Roddy Ricch",BLAME IT ON BABY,1,3:01
1653,Latvia,4,GOOBA,6ix9ine,GOOBA,1,2:12
1654,Latvia,5,THE SCOTTS,"THE SCOTTS, Travis Scott, Kid Cudi",THE SCOTTS,1,2:45
1655,Latvia,6,Rain On Me (with Ariana Grande),"Lady Gaga, Ariana Grande",Rain On Me (with Ariana Grande),0,3:02
1656,Latvia,7,Toosie Slide,Drake,Dark Lane Demo Tapes,1,4:07
1657,Latvia,8,The Box,Roddy Ricch,Please Excuse Me For Being Antisocial,1,3:16
1658,Latvia,9,Blueberry Faygo,Lil Mosey,Certified Hitmaker,1,2:42
1659,Latvia,10,death bed (coffee for your head) (feat. beabadoobee),"Powfu, beabadoobee",death bed (coffee for your head) (feat. beabadoobee),0,2:53
1660,Latvia,11,WHATS POPPIN,Jack Harlow,Sweet Action,1,2:19
1661,Latvia,12,ily (i love you baby) (feat. Emilee),"Surf Mesa, Emilee",ily (i love you baby) (feat. Emilee),0,2:56
1662,Latvia,13,Sunday Best,Surfaces,Where the Light Is,0,2:38
1663,Latvia,14,Don't Start Now,Dua Lipa,Future Nostalgia,0,3:03
1664,Latvia,15,Watermelon Sugar,Harry Styles,Fine Line,0,2:54
1665,Latvia,16,Falling,Trevor Daniel,Nicotine,0,2:39
1666,Latvia,17,Boss Bitch,Doja Cat,Boss Bitch,0,2:14
1667,Latvia,18,Supalonely,"BENEE, Gus Dapperton",STELLA & STEVE,1,3:43
1668,Latvia,19,Circles,Post Malone,Hollywood's Bleeding,0,3:35
1669,Latvia,20,After Party,Don Toliver,Heaven Or Hell,1,2:47
1670,Latvia,21,HIGHEST IN THE ROOM,Travis Scott,HIGHEST IN THE ROOM,1,2:55
1671,Latvia,22,Life Is Good (feat. Drake),"Future, Drake",High Off Life,1,3:57
1672,Latvia,23,Break My Heart,Dua Lipa,Future Nostalgia,0,3:41
1673,Latvia,24,In Your Eyes,The Weeknd,After Hours,1,3:57
1674,Latvia,25,Breaking Me,"Topic, A7S",Breaking Me,0,2:46
1675,Latvia,26,Say So,Doja Cat,Hot Pink,1,3:57
1676,Latvia,27,Stuck with U (with Justin Bieber),"Ariana Grande, Justin Bieber",Stuck with U,0,3:48
1677,Latvia,28,Party Girl,StaySolidRocky,Party Girl,0,2:27
1678,Latvia,29,Dance Monkey,Tones And I,Dance Monkey (Stripped Back) / Dance Monkey,0,3:29
1679,Latvia,30,ROXANNE,Arizona Zervas,ROXANNE,1,2:43
1680,Latvia,31,Adore You,Harry Styles,Fine Line,0,3:27
1681,Latvia,32,Daechwita,Agust D,D-2,1,3:45
1682,Latvia,33,goosebumps,Travis Scott,Birds In The Trap Sing McKnight,1,4:03
1683,Latvia,34,Play Date,Melanie Martinez,Cry Baby (Deluxe Edition),1,2:59
1684,Latvia,35,Be Kind (with Halsey),"Marshmello, Halsey",Be Kind (with Halsey),0,2:52
1685,Latvia,36,Righteous,Juice WRLD,Righteous,1,4:03
1686,Latvia,37,everything i wanted,Billie Eilish,everything i wanted,0,4:05
1687,Latvia,38,Intentions (feat. Quavo),"Justin Bieber, Quavo",Changes,0,3:32
1688,Latvia,39,Say So (feat. Nicki Minaj),"Doja Cat, Nicki Minaj",Say So (feat. Nicki Minaj),1,3:26
1689,Latvia,40,SICKO MODE,Travis Scott,ASTROWORLD,1,5:12
1690,Latvia,41,bad guy,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",0,3:14
1691,Latvia,42,Godzilla (feat. Juice WRLD),"Eminem, Juice WRLD",Music To Be Murdered By,1,3:30
1692,Latvia,43,I Got Love,"MiyaGi & Endspiel, Rem Digga",I Got Love,0,4:36
1693,Latvia,44,Skechers,DripReport,Skechers,1,1:46
1694,Latvia,45,Know Your Worth,"Khalid, Disclosure",Know Your Worth,0,3:01
1695,Latvia,46,Ride It,Regard,Ride It,0,2:37
1696,Latvia,47,Salt,Ava Max,Salt,0,3:00
1697,Latvia,48,Savage Remix (feat. Beyoncé),"Megan Thee Stallion, Beyoncé",Savage Remix (feat. Beyoncé),1,4:02
1698,Latvia,49,Lose Somebody,"Kygo, OneRepublic",Lose Somebody,0,3:19
1699,Latvia,50,Daisies,Katy Perry,Daisies,0,2:53
1700,Lithuania,1,Blinding Lights,The Weeknd,After Hours,0,3:20
1701,Lithuania,2,Roses - Imanbek Remix,"SAINt JHN, Imanbek",Roses (Imanbek Remix),1,2:56
1702,Lithuania,3,Rain On Me (with Ariana Grande),"Lady Gaga, Ariana Grande",Rain On Me (with Ariana Grande),0,3:02
1703,Lithuania,4,ROCKSTAR (feat. Roddy Ricch),"DaBaby, Roddy Ricch",BLAME IT ON BABY,1,3:01
1704,Lithuania,5,THE SCOTTS,"THE SCOTTS, Travis Scott, Kid Cudi",THE SCOTTS,1,2:45
1705,Lithuania,6,ily (i love you baby) (feat. Emilee),"Surf Mesa, Emilee",ily (i love you baby) (feat. Emilee),0,2:56
1706,Lithuania,7,In Your Eyes,The Weeknd,After Hours,1,3:57
1707,Lithuania,8,Toosie Slide,Drake,Dark Lane Demo Tapes,1,4:07
1708,Lithuania,9,Break My Heart,Dua Lipa,Future Nostalgia,0,3:41
1709,Lithuania,10,Don't Start Now,Dua Lipa,Future Nostalgia,0,3:03
1710,Lithuania,11,Watermelon Sugar,Harry Styles,Fine Line,0,2:54
1711,Lithuania,12,death bed (coffee for your head) (feat. beabadoobee),"Powfu, beabadoobee",death bed (coffee for your head) (feat. beabadoobee),0,2:53
1712,Lithuania,13,Supalonely,"BENEE, Gus Dapperton",STELLA & STEVE,1,3:43
1713,Lithuania,14,Breaking Me,"Topic, A7S",Breaking Me,0,2:46
1714,Lithuania,15,Stuck with U (with Justin Bieber),"Ariana Grande, Justin Bieber",Stuck with U,0,3:48
1715,Lithuania,16,GOOBA,6ix9ine,GOOBA,1,2:12
1716,Lithuania,17,The Box,Roddy Ricch,Please Excuse Me For Being Antisocial,1,3:16
1717,Lithuania,18,Blueberry Faygo,Lil Mosey,Certified Hitmaker,1,2:42
1718,Lithuania,19,Sunday Best,Surfaces,Where the Light Is,0,2:38
1719,Lithuania,20,Boss Bitch,Doja Cat,Boss Bitch,0,2:14
1720,Lithuania,21,WHATS POPPIN,Jack Harlow,Sweet Action,1,2:19
1721,Lithuania,22,On Fire,THE ROOP,On Fire,0,2:50
1722,Lithuania,23,August,Intelligency,August,0,2:59
1723,Lithuania,24,Falling,Trevor Daniel,Nicotine,0,2:39
1724,Lithuania,25,Dance Monkey,Tones And I,Dance Monkey (Stripped Back) / Dance Monkey,0,3:29
1725,Lithuania,26,Be Kind (with Halsey),"Marshmello, Halsey",Be Kind (with Halsey),0,2:52
1726,Lithuania,27,Circles,Post Malone,Hollywood's Bleeding,0,3:35
1727,Lithuania,28,Say So (feat. Nicki Minaj),"Doja Cat, Nicki Minaj",Say So (feat. Nicki Minaj),1,3:26
1728,Lithuania,29,Life Is Good (feat. Drake),"Future, Drake",High Off Life,1,3:57
1729,Lithuania,30,Say So,Doja Cat,Hot Pink,1,3:57
1730,Lithuania,31,YES,"OG Version, Proflame",YES,1,2:30
1731,Lithuania,32,Play Date,Melanie Martinez,Cry Baby (Deluxe Edition),1,2:59
1732,Lithuania,33,Salt,Ava Max,Salt,0,3:00
1733,Lithuania,34,Savage Remix (feat. Beyoncé),"Megan Thee Stallion, Beyoncé",Savage Remix (feat. Beyoncé),1,4:02
1734,Lithuania,35,Adore You,Harry Styles,Fine Line,0,3:27
1735,Lithuania,36,Intentions (feat. Quavo),"Justin Bieber, Quavo",Changes,0,3:32
1736,Lithuania,37,Party Girl,StaySolidRocky,Party Girl,0,2:27
1737,Lithuania,38,Know Your Worth,"Khalid, Disclosure",Know Your Worth,0,3:01
1738,Lithuania,39,ROXANNE,Arizona Zervas,ROXANNE,1,2:43
1739,Lithuania,40,Lose Somebody,"Kygo, OneRepublic",Lose Somebody,0,3:19
1740,Lithuania,41,Daechwita,Agust D,D-2,1,3:45
1741,Lithuania,42,After Party,Don Toliver,Heaven Or Hell,1,2:47
1742,Lithuania,43,bad guy,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",0,3:14
1743,Lithuania,44,HIGHEST IN THE ROOM,Travis Scott,HIGHEST IN THE ROOM,1,2:55
1744,Lithuania,45,Physical,Dua Lipa,Future Nostalgia,0,3:13
1745,Lithuania,46,everything i wanted,Billie Eilish,everything i wanted,0,4:05
1746,Lithuania,47,Taip Jau Gavosi,Sisters On Wire,Taip Jau Gavosi,0,3:10
1747,Lithuania,48,Daisies,Katy Perry,Daisies,0,2:53
1748,Lithuania,49,Lose Control,"MEDUZA, Becky Hill, Goodboys",Lose Control,0,2:48
1749,Lithuania,50,Судно (Борис Рижий),Molchat Doma,Этажи,0,2:21
1750,Luxembourg,1,No Time To Die,Billie Eilish,No Time To Die,0,4:02
1751,Luxembourg,2,Blinding Lights,The Weeknd,After Hours,0,3:20
1752,Luxembourg,3,The Box,Roddy Ricch,Please Excuse Me For Being Antisocial,1,3:16
1753,Luxembourg,4,Dance Monkey,Tones And I,Dance Monkey (Stripped Back) / Dance Monkey,0,3:29
1754,Luxembourg,5,Falling,Trevor Daniel,Falling,0,2:39
1755,Luxembourg,6,Don't Start Now,Dua Lipa,Don't Start Now,0,3:03
1756,Luxembourg,7,Life Is Good (feat. Drake),"Future, Drake",Life Is Good (feat. Drake),1,3:57
1757,Luxembourg,8,Intentions (feat. Quavo),"Justin Bieber, Quavo",Changes,0,3:32
1758,Luxembourg,9,Mios mit Bars,Luciano,Mios mit Bars,0,3:52
1759,Luxembourg,10,everything i wanted,Billie Eilish,everything i wanted,0,4:05
1760,Luxembourg,11,Yummy,Justin Bieber,Changes,0,3:28
1761,Luxembourg,12,ROXANNE,Arizona Zervas,ROXANNE,1,2:43
1762,Luxembourg,13,Roses - Imanbek Remix,"SAINt JHN, Imanbek",Roses (Imanbek Remix),1,2:56
1763,Luxembourg,14,Give No Fxk,"Migos, Travis Scott, Young Thug",Give No Fxk,1,3:44
1764,Luxembourg,15,Verkackt,"Gzuz, Bonez MC",Gzuz,1,2:16
1765,Luxembourg,16,Ride It,Regard,Ride It,0,2:37
1766,Luxembourg,17,Forever (feat. Post Malone & Clever),"Justin Bieber, Post Malone, Clever",Changes,0,3:39
1767,Luxembourg,18,Memories,Maroon 5,Memories,0,3:09
1768,Luxembourg,19,Roller,Apache 207,Platte,1,2:37
1769,Luxembourg,20,RITMO (Bad Boys For Life),"Black Eyed Peas, J Balvin",RITMO (Bad Boys For Life),1,3:41
1770,Luxembourg,21,Godzilla (feat. Juice WRLD),"Eminem, Juice WRLD",Music To Be Murdered By,1,3:30
1771,Luxembourg,22,bad guy,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",0,3:14
1772,Luxembourg,23,Before You Go,Lewis Capaldi,Divinely Uninspired To A Hellish Extent (Extended Edition),0,3:35
1773,Luxembourg,24,Ne reviens pas,"Gradur, Heuss L'enfoiré",Zone 59,1,3:08
1774,Luxembourg,25,Lose Control,"MEDUZA, Becky Hill, Goodboys",Lose Control,0,2:48
1775,Luxembourg,26,Donuts,Gzuz,Gzuz,1,2:42
1776,Luxembourg,27,Circles,Post Malone,Hollywood's Bleeding,0,3:35
1777,Luxembourg,28,Tusa,"KAROL G, Nicki Minaj",Tusa,0,3:20
1778,Luxembourg,29,What If I Told You That I Love You,Ali Gatie,What If I Told You That I Love You,0,3:13
1779,Luxembourg,30,You should be sad,Halsey,Manic,1,3:25
1780,Luxembourg,31,Gazozial,Gzuz,Gzuz,1,2:38
1781,Luxembourg,32,Someone You Loved,Lewis Capaldi,Divinely Uninspired To A Hellish Extent,0,3:02
1782,Luxembourg,33,Señorita,"Shawn Mendes, Camila Cabello",Shawn Mendes (Deluxe),0,3:10
1783,Luxembourg,34,Adore You,Harry Styles,Fine Line,0,3:27
1784,Luxembourg,35,Weiss,Samra,Weiss,0,2:42
1785,Luxembourg,36,What A Man Gotta Do,Jonas Brothers,What A Man Gotta Do,0,3:00
1786,Luxembourg,37,Suicidal,YNW Melly,Melly vs. Melvin,1,3:42
1787,Luxembourg,38,My Oh My (feat. DaBaby),"Camila Cabello, DaBaby",Romance,0,2:50
1788,Luxembourg,39,Loco,Gzuz,Gzuz,1,2:28
1789,Luxembourg,40,Say So,Doja Cat,Hot Pink,1,3:57
1790,Luxembourg,41,Ausgezahlt,"Gzuz, RAF Camora",Gzuz,1,2:38
1791,Luxembourg,42,Was hat es gebracht,Gzuz,Gzuz,1,2:33
1792,Luxembourg,43,AMEX BLACK,Joker Bra,AMEX BLACK,1,2:54
1793,Luxembourg,44,Physical,Dua Lipa,Physical,0,3:13
1794,Luxembourg,45,Trampoline (with ZAYN),"SHAED, ZAYN",Melt (Deluxe),0,3:04
1795,Luxembourg,46,hot girl bummer,blackbear,hot girl bummer,1,3:05
1796,Luxembourg,47,Baianá,Bakermat,Baianá,0,3:02
1797,Luxembourg,48,Know Your Worth,"Khalid, Disclosure",Know Your Worth,0,3:01
1798,Luxembourg,49,Kopfnüsse,Gzuz,Gzuz,1,2:32
1799,Luxembourg,50,Nie erwartet,Gzuz,Gzuz,1,2:39
1800,Malaysia,1,Suasana Di Hari Raya,Anuar & Ellina,Suasana Di Hari Raya,0,3:15
1801,Malaysia,2,Seloka Hari Raya,"Uji Rashid, Hail Amir",Siri Bintang Pujaan,0,2:58
1802,Malaysia,3,Suasana Hari Raya,Datuk Sharifah Aini,Syawal 1424,0,2:22
1803,Malaysia,4,Selamat Berhari Raya,Rahimah Rahim,Selamat Berhari Raya,0,3:31
1804,Malaysia,5,Selamat Hari Raya,Puan Sri Saloma,Selamat Hari Raya,0,2:37
1805,Malaysia,6,Balik Kampung,Dato' Sudirman,Balik Kampung,0,3:38
1806,Malaysia,7,Stuck with U (with Justin Bieber),"Ariana Grande, Justin Bieber",Stuck with U,0,3:48
1807,Malaysia,8,Sesuci Lebaran,Dato' Sri Siti Nurhaliza,Anugerah Aidilfitri,0,3:59
1808,Malaysia,9,Dari Jauh Kupohon Maaf,Dato' Sudirman,Balik Kampung,0,3:49
1809,Malaysia,10,Satu Hari Di Hari Raya,M. Nasir,Satu Hari Di Hari Raya,0,3:31
1810,Malaysia,11,Selamat Hari Raya,Datuk Ahmad Jais,Selamat Hari Raya,0,2:32
1811,Malaysia,12,Menjelang Hari Raya,Dato' DJ Dave,Siri Bintang Pujaan,0,3:14
1812,Malaysia,13,Pulang Di Hari Raya,Noorkumalasari,Siri Bintang Pujaan,0,2:52
1813,Malaysia,14,Suasana Riang Di Hari Raya,Junainah,Siri Bintang Pujaan,0,3:10
1814,Malaysia,15,Senandung Hari Raya Untukmu,Dayangku Intan,Salam Aidilfitri Untuk Semua,0,3:27
1815,Malaysia,16,Takbir Raya,Various artists,Takbir Raya,0,1:04
1816,Malaysia,17,death bed (coffee for your head) (feat. beabadoobee),"Powfu, beabadoobee",death bed (coffee for your head) (feat. beabadoobee),0,2:53
1817,Malaysia,18,Play Date,Melanie Martinez,Cry Baby (Deluxe Edition),1,2:59
1818,Malaysia,19,Dendang Perantau,Tan Sri P. Ramlee,Siri Kenangan Abadi Volume 1: Getaran Jiwa,0,2:40
1819,Malaysia,20,eight(Prod.&Feat. SUGA of BTS),"IU, SUGA",eight,0,2:47
1820,Malaysia,21,Rain On Me (with Ariana Grande),"Lady Gaga, Ariana Grande",Rain On Me (with Ariana Grande),0,3:02
1821,Malaysia,22,Nazam Lebaran,Dato' Sri Siti Nurhaliza,Anugerah Aidilfitri,0,5:39
1822,Malaysia,23,Warna Warni Aidilfitri,Nyanyian Ramai,Satu Hari Di Hari Raya,0,4:48
1823,Malaysia,24,Bila Takbir Bergema,Rafeah Buang,Siri Bintang Pujaan,0,2:41
1824,Malaysia,25,Kepulangan Yang Di Nanti,Aman Shah,Kepulangan Yang Dinanti,0,3:45
1825,Malaysia,26,Indahnya Beraya Di Desa,Azlina Aziz,Salam Aidilfitri Untuk Semua,0,4:33
1826,Malaysia,27,Selamat Hari Raya,Fazidah Joned,Selamat Hari Raya,0,2:35
1827,Malaysia,28,Daechwita,Agust D,D-2,1,3:45
1828,Malaysia,29,Intentions (feat. Quavo),"Justin Bieber, Quavo",Changes,0,3:32
1829,Malaysia,30,Supalonely,"BENEE, Gus Dapperton",STELLA & STEVE,1,3:43
1830,Malaysia,31,Blinding Lights,The Weeknd,After Hours,0,3:20
1831,Malaysia,32,Someone You Loved,Lewis Capaldi,Divinely Uninspired To A Hellish Extent,0,3:02
1832,Malaysia,33,Toosie Slide,Drake,Dark Lane Demo Tapes,1,4:07
1833,Malaysia,34,Cahaya Aidilfitri,Black Dog Bone,Cahaya Aidilfitri,0,3:43
1834,Malaysia,35,ily (i love you baby) (feat. Emilee),"Surf Mesa, Emilee",ily (i love you baby) (feat. Emilee),0,2:56
1835,Malaysia,36,Aidilfitri,Sanisah Huri,Aidilfitri,0,3:40
1836,Malaysia,37,Be Kind (with Halsey),"Marshmello, Halsey",Be Kind (with Halsey),0,2:52
1837,Malaysia,38,Roses - Imanbek Remix,"SAINt JHN, Imanbek",Roses (Imanbek Remix),1,2:56
1838,Malaysia,39,Bersabarlah Sayang,Sanisah Huri,Siri Bintang Pujaan,0,3:31
1839,Malaysia,40,Falling,Trevor Daniel,Nicotine,0,2:39
1840,Malaysia,41,Bersama Di Hari Raya,Cenderawasih,Bersama Di Hari Raya,0,2:39
1841,Malaysia,42,Don't Start Now,Dua Lipa,Future Nostalgia,0,3:03
1842,Malaysia,43,Before You Go,Lewis Capaldi,Divinely Uninspired To A Hellish Extent (Extended Edition),0,3:35
1843,Malaysia,44,Sunday Best,Surfaces,Where the Light Is,0,2:38
1844,Malaysia,45,Circles,Post Malone,Hollywood's Bleeding,0,3:35
1845,Malaysia,46,Bila Hari Raya Menjelma,Dato' Sri Siti Nurhaliza,Anugerah Aidilfitri,0,4:43
1846,Malaysia,47,Air Mata Syawal,Dato' Sri Siti Nurhaliza,Anugerah Aidilfitri,0,5:03
1847,Malaysia,48,Di Pagi Aidilfitri,Rosemaria,Siri Bintang Pujaan,0,3:41
1848,Malaysia,49,Say So (feat. Nicki Minaj),"Doja Cat, Nicki Minaj",Say So (feat. Nicki Minaj),1,3:26
1849,Malaysia,50,Break My Heart,Dua Lipa,Future Nostalgia,0,3:41
1850,Malta,1,All I Want for Christmas Is You,Mariah Carey,Merry Christmas,0,4:01
1851,Malta,2,Last Christmas,Wham!,LAST CHRISTMAS,0,4:22
1852,Malta,3,It's the Most Wonderful Time of the Year,Andy Williams,The Andy Williams Christmas Album,0,2:31
1853,Malta,4,Rockin' Around The Christmas Tree,Brenda Lee,Merry Christmas From Brenda Lee,0,2:06
1854,Malta,5,Jingle Bell Rock,Bobby Helms,The Classic Years: 1956-1962,0,2:10
1855,Malta,6,It's Beginning to Look a Lot like Christmas,Michael Bublé,Christmas (Deluxe Special Edition),0,3:27
1856,Malta,7,Feliz Navidad,José Feliciano,My Name Is José Feliciano,0,3:02
1857,Malta,8,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),"Frank Sinatra, B. Swanson Quartet",Christmas Songs by Sinatra,0,2:35
1858,Malta,9,Dance Monkey,Tones And I,Dance Monkey (Stripped Back) / Dance Monkey,0,3:29
1859,Malta,10,Holly Jolly Christmas,Michael Bublé,Christmas (Deluxe Special Edition),0,2:01
1860,Malta,11,Do They Know It's Christmas? - 1984 Version,Band Aid,Do They Know It's Christmas?,0,3:42
1861,Malta,12,Santa Tell Me,Ariana Grande,Santa Tell Me,0,3:24
1862,Malta,13,Happy Xmas (War Is Over) - Remastered,"John Lennon, The Harlem Community Choir, The Plastic Ono Band, Yoko Ono",Power To The People - The Hits,0,3:33
1863,Malta,14,It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),"Perry Como, The Fontane Sisters, Mitchell Ayres & His Orchestra",Greatest Christmas Songs,0,2:35
1864,Malta,15,The Christmas Song (Merry Christmas To You),Nat King Cole,The Christmas Song (Expanded Edition),0,3:12
1865,Malta,16,Christmas (Baby Please Come Home),Darlene Love,Caroling at Christmas,0,2:46
1866,Malta,17,Underneath the Tree,Kelly Clarkson,Wrapped In Red,0,3:49
1867,Malta,18,A Holly Jolly Christmas - Single Version,Burl Ives,Christmas Eve,0,2:13
1868,Malta,19,Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,McCartney II,0,3:47
1869,Malta,20,White Christmas,"Bing Crosby, Ken Darby Singers, John Scott Trotter & His Orchestra",Holiday Inn (Original Motion Picture Soundtrack),0,2:57
1870,Malta,21,Mistletoe,Justin Bieber,Under The Mistletoe (Deluxe Edition),0,3:02
1871,Malta,22,Santa Claus Is Coming to Town,Michael Bublé,Christmas (Deluxe Special Edition),0,2:51
1872,Malta,23,Merry Christmas Everyone,Shakin' Stevens,The Hits Of Shakin' Stevens Vol II,0,3:43
1873,Malta,24,Blue Christmas,Elvis Presley,Elvis' Christmas Album,0,2:09
1874,Malta,25,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,A Winter Romance,0,1:57
1875,Malta,26,Sleigh Ride,The Ronettes,Caroling at Christmas,0,3:01
1876,Malta,27,Jingle Bell Rock - Daryl's Version,Daryl Hall & John Oates,Jingle Bell Rock,0,2:06
1877,Malta,28,ROXANNE,Arizona Zervas,ROXANNE,1,2:43
1878,Malta,29,Santa Claus Is Coming To Town,The Jackson 5,Christmas Album,0,2:24
1879,Malta,30,Driving Home for Christmas - 2019 Remaster,Chris Rea,"Dancing with Strangers (Deluxe Edition, 2019 Remaster)",0,4:01
1880,Malta,31,"Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975",Bruce Springsteen,"Santa Claus Is Comin' to Town (Live at C.W. Post College, Greenvale, NY - December 1975)",0,4:27
1881,Malta,32,Christmas (Baby Please Come Home),Mariah Carey,Merry Christmas,0,2:33
1882,Malta,33,Falling,Trevor Daniel,Falling,0,2:39
1883,Malta,34,Have Yourself A Merry Little Christmas,Sam Smith,Have Yourself A Merry Little Christmas,0,2:50
1884,Malta,35,My Only Wish (This Year),Britney Spears,Caroling at Christmas,0,4:15
1885,Malta,36,Run Rudolph Run - Single Version,Chuck Berry,Rock 'N' Roll Rarities,0,2:45
1886,Malta,37,I Saw Mommy Kissing Santa Claus,The Jackson 5,Christmas Album,0,3:01
1887,Malta,38,I'll Be Home for Christmas,Michael Bublé,Christmas (Deluxe Special Edition),0,4:27
1888,Malta,39,Winter Wonderland,Tony Bennett,Snowfall - The Tony Bennett Christmas Album,0,2:13
1889,Malta,40,Fairytale of New York (feat. Kirsty MacColl),"The Pogues, Kirsty MacColl",If I Should Fall From Grace With God (Expanded),0,4:32
1890,Malta,41,One More Sleep,Leona Lewis,"Christmas, With Love",0,3:59
1891,Malta,42,"Baby, It's Cold Outside",Dean Martin,A Winter Romance,0,2:23
1892,Malta,43,Circles,Post Malone,Hollywood's Bleeding,0,3:35
1893,Malta,44,Mistletoe And Holly - Remastered 1999,Frank Sinatra,A Jolly Christmas From Frank Sinatra,0,2:16
1894,Malta,45,Happy Xmas (War Is Over),Céline Dion,These Are Special Times,0,4:14
1895,Malta,46,Santa Baby,"Ariana Grande, Liz Gillies",Christmas Kisses,0,2:50
1896,Malta,47,Santa Baby (with Henri René & His Orchestra),"Eartha Kitt, Henri Rene & His Orchestra",Heavenly Eartha,0,3:26
1897,Malta,48,Blinding Lights,The Weeknd,After Hours,0,3:20
1898,Malta,49,Joy To The World,Nat King Cole,The Christmas Song (Expanded Edition),0,1:24
1899,Malta,50,Don't Start Now,Dua Lipa,Don't Start Now,0,3:03
1900,Mexico,1,Safaera,"Bad Bunny, Jowell & Randy, Nengo Flow",YHLQMDLG,1,4:55
1901,Mexico,2,Yo Perreo Sola,Bad Bunny,YHLQMDLG,0,2:52
1902,Mexico,3,Blinding Lights,The Weeknd,After Hours,0,3:20
1903,Mexico,4,Rojo,J Balvin,Colores,0,2:30
